datetime,portfolio_value,cash,positions,return
2022-10-25 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-26 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-27 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-28 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-29 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-29 09:29:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-31 08:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-31 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-10-31 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-01 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-02 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-03 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-04 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-05 09:30:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-05 09:29:00-04:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-07 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-07 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-07 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-08 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-09 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-10 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-11 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-12 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-12 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-14 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-14 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-14 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-15 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-16 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-17 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-18 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-19 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-19 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-21 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-21 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-21 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-22 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-23 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-24 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-24 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-25 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-25 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-25 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-26 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-26 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-28 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-28 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-28 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-29 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-11-30 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-01 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-02 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-03 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-03 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-05 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-05 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-05 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-06 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-07 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-08 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-09 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-10 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-10 09:29:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-12 08:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-12 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-12 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
2022-12-13 09:30:00-05:00,107335.44051086425,107335.44051086425,"[{'asset': USD, 'quantity': 107335.44051086425}]",0.0
